Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:19:16.743,14.400,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:17.785,16.317,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:18.798,15.792,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:19.827,14.574,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:20.835,15.866,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:21.878,15.349,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:22.952,13.967,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:24.008,16.089,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:25.080,14.002,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:26.086,14.907,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:27.136,14.284,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:28.165,15.553,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:29.211,14.341,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:30.250,14.435,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:31.308,15.116,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:32.337,16.522,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:33.383,15.304,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:34.417,15.471,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:35.448,15.525,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:36.508,15.089,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:37.564,15.157,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:38.637,13.973,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:39.681,15.332,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:40.691,14.852,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:41.762,15.871,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:42.807,16.264,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:43.880,13.976,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:44.924,14.367,1280,720,MJPG,1,90,False,False,30
2025-11-06 09:19:45.946,14.688,1280,720,MJPG,1,90,False,False,30
