Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:16:56.314,30.801,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:16:57.358,29.720,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:16:58.365,29.769,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:16:59.368,18.948,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:00.408,15.390,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:01.452,16.285,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:02.466,14.789,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:03.476,14.847,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:04.490,16.769,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:05.534,16.289,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:06.576,15.350,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:07.587,15.827,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:08.598,15.827,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:09.605,14.889,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:10.657,16.158,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:11.705,16.224,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:12.742,15.425,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:13.785,15.347,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:14.812,16.557,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:15.837,16.574,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:16.869,14.546,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:17.926,16.076,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:18.949,15.644,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:19.988,14.432,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:21.028,14.427,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:22.075,15.281,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:23.103,14.592,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:24.142,15.393,1280,720,MJPG,1,0,False,False,25
2025-11-06 09:17:25.166,15.637,1280,720,MJPG,1,0,False,False,25
