Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:41:15.654,17.005,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:16.668,14.781,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:17.696,15.570,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:18.724,15.562,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:19.729,16.920,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:20.773,15.331,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:21.816,15.336,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:22.857,16.323,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:23.898,14.419,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:24.969,15.863,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:25.988,15.708,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:27.009,16.644,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:28.054,15.321,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:29.111,15.136,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:30.138,14.607,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:31.180,16.309,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:32.203,15.633,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:33.243,15.390,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:34.298,16.110,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:35.330,15.501,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:36.365,15.459,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:37.372,15.903,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:38.407,16.425,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:39.432,15.607,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:40.441,16.843,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:41.468,15.581,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:42.479,14.836,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:43.523,16.283,640,480,NV12,1,90,False,False,30
2025-11-06 09:41:44.548,15.612,640,480,NV12,1,90,False,False,30
