Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:37:45.297,15.309,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:46.341,15.326,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:47.356,15.764,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:48.412,16.098,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:49.447,15.459,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:50.518,14.943,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:51.543,14.624,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:52.569,14.622,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:53.600,15.528,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:54.644,14.358,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:55.682,14.461,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:56.744,16.003,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:57.756,15.805,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:58.762,15.906,640,480,YUY2,1,270,False,False,30
2025-11-06 09:37:59.819,16.085,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:00.892,15.844,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:01.948,15.144,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:02.977,14.579,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:04.019,15.357,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:05.062,15.338,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:06.116,15.177,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:07.125,14.875,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:08.152,14.600,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:09.183,14.558,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:10.192,14.858,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:11.211,14.724,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:12.223,13.837,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:13.240,16.718,640,480,YUY2,1,270,False,False,30
2025-11-06 09:38:14.256,16.727,640,480,YUY2,1,270,False,False,30
