Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:30:09.294,16.479,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:10.301,16.892,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:11.312,15.822,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:12.356,16.275,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:13.368,15.812,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:14.389,16.650,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:15.396,14.898,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:16.435,16.367,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:17.490,16.112,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:18.519,16.523,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:19.528,14.865,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:20.555,17.516,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:21.580,15.622,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:22.619,16.360,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:23.629,14.851,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:24.694,15.014,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:25.724,14.574,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:26.776,15.206,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:27.786,14.845,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:28.829,15.339,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:29.889,16.044,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:30.903,15.786,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:31.924,14.678,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:32.965,15.382,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:34.003,14.444,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:35.042,16.368,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:36.052,15.844,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:37.064,14.823,640,480,MJPG,1,270,False,False,25
2025-11-06 09:30:38.087,14.657,640,480,MJPG,1,270,False,False,25
