Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:33:39.879,14.396,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:40.907,15.574,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:41.952,14.351,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:42.962,14.845,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:44.003,16.345,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:45.030,15.571,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:46.073,16.301,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:47.102,14.582,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:48.115,14.804,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:49.156,15.370,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:50.195,15.391,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:51.206,14.836,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:52.248,15.356,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:53.288,15.391,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:54.310,15.654,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:55.383,14.916,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:56.459,15.801,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:57.498,15.387,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:58.506,14.890,640,480,YUY2,1,90,False,False,25
2025-11-06 09:33:59.563,15.137,640,480,YUY2,1,90,False,False,25
2025-11-06 09:34:00.617,15.178,640,480,YUY2,1,90,False,False,25
2025-11-06 09:34:01.645,14.596,640,480,YUY2,1,90,False,False,25
2025-11-06 09:34:02.678,14.518,640,480,YUY2,1,90,False,False,25
2025-11-06 09:34:03.706,15.560,640,480,YUY2,1,90,False,False,25
2025-11-06 09:34:04.747,15.375,640,480,YUY2,1,90,False,False,25
2025-11-06 09:34:05.789,15.354,640,480,YUY2,1,90,False,False,25
2025-11-06 09:34:06.804,15.763,640,480,YUY2,1,90,False,False,25
2025-11-06 09:34:07.833,14.576,640,480,YUY2,1,90,False,False,25
2025-11-06 09:34:08.857,14.651,640,480,YUY2,1,90,False,False,25
