Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:31:54.595,15.642,640,480,YUY2,1,0,False,False,25
2025-11-06 09:31:55.635,15.383,640,480,YUY2,1,0,False,False,25
2025-11-06 09:31:56.702,15.932,640,480,YUY2,1,0,False,False,25
2025-11-06 09:31:57.709,14.898,640,480,YUY2,1,0,False,False,25
2025-11-06 09:31:58.782,14.911,640,480,YUY2,1,0,False,False,25
2025-11-06 09:31:59.788,14.903,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:00.843,15.175,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:01.843,15.000,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:02.872,15.544,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:03.946,14.900,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:04.946,15.997,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:05.988,15.358,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:07.046,15.127,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:08.056,15.841,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:09.098,16.313,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:10.124,14.622,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:11.163,14.432,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:12.187,14.647,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:13.249,16.011,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:14.258,15.859,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:15.303,15.309,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:16.343,15.375,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:17.376,15.500,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:18.387,14.837,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:19.419,14.531,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:20.472,16.147,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:21.499,14.597,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:22.542,14.390,640,480,YUY2,1,0,False,False,25
2025-11-06 09:32:23.584,14.396,640,480,YUY2,1,0,False,False,25
