Timestamp,FPS,Width,Height,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 08:45:05.549,29.839,1280,720,180,False,False,30
2025-11-06 08:45:06.550,30.987,1280,720,180,False,False,30
2025-11-06 08:45:07.597,28.644,1280,720,180,False,False,30
2025-11-06 08:45:08.637,30.787,1280,720,180,False,False,30
2025-11-06 08:45:09.676,29.809,1280,720,180,False,False,30
2025-11-06 08:45:10.679,30.914,1280,720,180,False,False,30
2025-11-06 08:45:11.710,29.120,1280,720,180,False,False,30
2025-11-06 08:45:12.717,29.773,1280,720,180,False,False,30
2025-11-06 08:45:13.725,29.772,1280,720,180,False,False,30
2025-11-06 08:45:14.765,29.788,1280,720,180,False,False,30
2025-11-06 08:45:15.806,30.750,1280,720,180,False,False,30
2025-11-06 08:45:16.844,29.855,1280,720,180,False,False,30
2025-11-06 08:45:17.885,30.765,1280,720,180,False,False,30
2025-11-06 08:45:18.894,28.723,1280,720,180,False,False,30
2025-11-06 08:45:19.934,30.771,1280,720,180,False,False,30
2025-11-06 08:45:20.972,29.857,1280,720,180,False,False,30
2025-11-06 08:45:22.012,29.807,1280,720,180,False,False,30
2025-11-06 08:45:23.052,30.770,1280,720,180,False,False,30
2025-11-06 08:45:24.060,28.781,1280,720,180,False,False,30
2025-11-06 08:45:25.100,30.767,1280,720,180,False,False,30
2025-11-06 08:45:26.140,29.816,1280,720,180,False,False,30
2025-11-06 08:45:27.183,29.707,1280,720,180,False,False,30
2025-11-06 08:45:28.189,29.820,1280,720,180,False,False,30
2025-11-06 08:45:29.230,29.799,1280,720,180,False,False,30
2025-11-06 08:45:30.272,30.709,1280,720,180,False,False,30
2025-11-06 08:45:31.309,29.885,1280,720,180,False,False,30
2025-11-06 08:45:32.349,29.823,1280,720,180,False,False,30
2025-11-06 08:45:33.360,29.664,1280,720,180,False,False,30
2025-11-06 08:45:34.397,29.884,1280,720,180,False,False,30
