Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:29:34.286,15.293,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:35.314,16.547,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:36.354,16.344,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:37.394,15.387,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:38.436,16.302,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:39.480,16.285,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:40.520,16.351,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:41.533,16.787,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:42.562,15.543,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:43.600,16.379,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:44.618,15.719,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:45.644,15.586,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:46.693,16.217,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:47.719,16.563,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:48.731,15.816,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:49.788,16.078,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:50.816,15.573,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:51.833,15.728,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:52.858,16.592,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:53.872,15.769,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:54.915,15.347,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:55.987,15.847,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:57.045,16.081,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:58.086,15.363,640,480,MJPG,1,270,False,False,20
2025-11-06 09:29:59.096,15.835,640,480,MJPG,1,270,False,False,20
2025-11-06 09:30:00.107,14.849,640,480,MJPG,1,270,False,False,20
2025-11-06 09:30:01.117,15.829,640,480,MJPG,1,270,False,False,20
2025-11-06 09:30:02.163,15.301,640,480,MJPG,1,270,False,False,20
2025-11-06 09:30:03.188,16.590,640,480,MJPG,1,270,False,False,20
