Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:43:35.697,14.833,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:36.725,15.567,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:37.785,16.032,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:38.808,15.643,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:39.838,15.531,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:40.893,16.119,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:41.953,16.034,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:42.997,15.320,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:44.010,14.820,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:45.022,16.790,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:46.051,14.578,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:47.090,16.355,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:48.149,16.065,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:49.182,16.449,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:50.191,14.876,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:51.205,16.753,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:52.263,16.068,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:53.278,16.751,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:54.302,14.647,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:55.348,16.260,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:56.378,16.499,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:57.389,15.826,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:58.400,16.814,640,480,NV12,1,270,False,False,20
2025-11-06 09:43:59.458,15.130,640,480,NV12,1,270,False,False,20
2025-11-06 09:44:00.526,15.909,640,480,NV12,1,270,False,False,20
2025-11-06 09:44:01.566,16.344,640,480,NV12,1,270,False,False,20
2025-11-06 09:44:02.611,16.274,640,480,NV12,1,270,False,False,20
2025-11-06 09:44:03.652,15.376,640,480,NV12,1,270,False,False,20
2025-11-06 09:44:04.653,14.979,640,480,NV12,1,270,False,False,20
