Timestamp,FPS,Width,Height,PixelFormat,ConvertRgb,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 09:38:55.363,14.626,640,480,NV12,1,0,False,False,25
2025-11-06 09:38:56.423,16.035,640,480,NV12,1,0,False,False,25
2025-11-06 09:38:57.496,14.909,640,480,NV12,1,0,False,False,25
2025-11-06 09:38:58.522,17.540,640,480,NV12,1,0,False,False,25
2025-11-06 09:38:59.578,15.161,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:00.634,15.150,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:01.643,15.853,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:02.668,15.619,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:03.693,15.600,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:04.753,16.045,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:05.789,15.448,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:06.798,14.866,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:07.856,15.115,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:08.916,16.045,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:09.972,16.100,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:11.003,15.517,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:12.044,15.369,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:13.102,14.177,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:14.146,15.328,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:15.218,15.854,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:16.258,15.388,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:17.273,14.766,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:18.336,14.122,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:19.352,15.749,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:20.359,15.889,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:21.420,16.010,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:22.428,15.884,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:23.500,15.856,640,480,NV12,1,0,False,False,25
2025-11-06 09:39:24.540,15.385,640,480,NV12,1,0,False,False,25
