Timestamp,FPS,Width,Height,RotateAngle,FlipH,FlipV,TargetFps
2025-11-06 08:44:15.882,29.867,1280,720,90,False,False,30
2025-11-06 08:44:16.920,29.855,1280,720,90,False,False,30
2025-11-06 08:44:17.921,30.957,1280,720,90,False,False,30
2025-11-06 08:44:18.923,29.948,1280,720,90,False,False,30
2025-11-06 08:44:19.962,29.845,1280,720,90,False,False,30
2025-11-06 08:44:20.972,29.708,1280,720,90,False,False,30
2025-11-06 08:44:22.012,29.807,1280,720,90,False,False,30
2025-11-06 08:44:23.052,29.812,1280,720,90,False,False,30
2025-11-06 08:44:24.090,30.813,1280,720,90,False,False,30
2025-11-06 08:44:25.131,29.793,1280,720,90,False,False,30
2025-11-06 08:44:26.140,29.721,1280,720,90,False,False,30
2025-11-06 08:44:27.178,29.864,1280,720,90,False,False,30
2025-11-06 08:44:28.219,29.788,1280,720,90,False,False,30
2025-11-06 08:44:29.260,30.729,1280,720,90,False,False,30
2025-11-06 08:44:30.299,29.830,1280,720,90,False,False,30
2025-11-06 08:44:31.306,29.791,1280,720,90,False,False,30
2025-11-06 08:44:32.347,29.803,1280,720,90,False,False,30
2025-11-06 08:44:33.347,30.996,1280,720,90,False,False,30
2025-11-06 08:44:34.377,29.130,1280,720,90,False,False,30
2025-11-06 08:44:35.387,30.693,1280,720,90,False,False,30
2025-11-06 08:44:36.426,29.836,1280,720,90,False,False,30
2025-11-06 08:44:37.433,29.769,1280,720,90,False,False,30
2025-11-06 08:44:38.476,29.726,1280,720,90,False,False,30
2025-11-06 08:44:39.514,29.880,1280,720,90,False,False,30
2025-11-06 08:44:40.554,30.761,1280,720,90,False,False,30
2025-11-06 08:44:41.595,29.784,1280,720,90,False,False,30
2025-11-06 08:44:42.602,29.788,1280,720,90,False,False,30
2025-11-06 08:44:43.643,29.785,1280,720,90,False,False,30
2025-11-06 08:44:44.716,29.820,1280,720,90,False,False,30
